p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
24.36,2.9619,20.28,29.76,27.04,-0.8994,1.4211,2.0707,13.09,1.0181,-19.3,-0.3268,0.819,36.6,37.2,0,sensor_008,100,9,Cast Iron,10,0
28.55,1.0797,27.1,31.27,3.49,0.0324,1.2693,1.5246,14.28,0.556,8.85,0.0468,0.0544,47.4,48.5,0,sensor_019,100,19,Cast Iron,21,0
16.74,0.9984,14.69,18.08,10.52,-0.1836,0.536,1.1998,13.07,0.397,8.66,0.1137,-0.5841,28.7,29.5,0,sensor_003,150,2,PVC,2,0
18.5,1.5055,14.87,20.63,23.75,-0.4279,1.341,1.0242,13.16,1.2923,53.8,0.2943,-0.5934,51.5,52.2,0,sensor_011,100,29,Cast Iron,5,1
24.6,1.0936,22.99,26.77,-0.03,-0.1162,0.9037,1.2822,43.89,1.2765,9.84,0.1126,0.0901,50.1,50.7,0,sensor_009,400,16,Steel,4,0
32.33,2.6314,26.95,35.84,22.22,-0.7388,1.8749,2.4427,44.24,2.3681,10.62,0.5503,-0.5991,42.0,42.6,0,sensor_005,250,29,PVC,13,1
25.02,2.7124,21.12,28.36,18.92,-0.7296,0.7186,2.5587,25.76,1.4191,-12.94,-0.4194,0.6708,32.1,32.5,0,sensor_002,200,15,HDPE,6,0
17.11,2.7757,13.92,24.67,-14.02,0.569,3.0365,3.6213,8.19,0.2035,-3.27,-0.0346,-0.6158,27.8,28.6,0,sensor_005,100,25,Cast Iron,4,0
30.13,3.7891,25.04,36.59,23.6,-1.2168,1.0509,2.1704,39.51,2.3535,24.62,0.4396,-0.4013,37.3,37.8,0,sensor_020,200,17,HDPE,15,1
41.73,3.0392,36.4,45.64,-19.8,0.8847,1.1984,2.7373,50.35,2.5625,8.03,0.6676,0.3748,52.5,53.1,0,sensor_004,250,3,PVC,10,0
40.98,1.9383,37.25,43.97,8.78,-0.3366,1.944,2.9541,29.55,0.9611,-7.91,-0.126,-0.2787,43.2,43.7,0,sensor_007,150,12,PVC,19,0
46.63,3.1986,42.65,54.26,-12.36,0.5456,0.8091,4.7951,80.24,3.1791,10.02,0.9494,0.2562,34.3,34.6,0,sensor_001,400,23,Steel,7,0
29.04,2.504,25.38,33.25,-7.12,0.6922,1.6257,1.9892,19.5,1.2908,19.65,0.431,0.7733,40.7,41.1,0,sensor_005,150,20,PVC,23,0
26.7,5.3391,17.63,35.07,49.73,-1.8056,2.3604,1.9776,14.97,1.9487,-34.21,-0.6669,0.9578,43.3,43.7,0,sensor_016,100,6,Cast Iron,19,0
35.26,1.6127,32.06,37.68,-17.53,0.5236,1.0974,0.8629,17.17,0.5847,9.12,0.1648,0.6625,30.5,31.0,0,sensor_017,100,6,Cast Iron,20,0
52.06,1.4964,49.4,54.39,-5.54,0.3874,0.8879,1.6239,91.03,2.9442,5.16,0.9118,0.7481,44.8,45.3,0,sensor_011,400,8,Steel,20,0
23.84,8.2165,12.75,35.8,64.39,-2.8164,3.4865,2.5814,52.12,10.7806,-50.12,-3.6984,0.965,30.9,31.4,0,sensor_002,400,2,Steel,13,0
18.74,1.0965,17.23,20.29,13.14,-0.253,1.1856,1.4792,23.53,1.1094,-9.64,-0.2673,0.7838,27.3,27.7,0,sensor_008,250,6,PVC,2,0
20.52,0.6948,19.57,21.7,-5.56,0.1504,0.612,0.6774,25.53,0.7146,-3.18,0.0541,0.4365,47.3,47.5,0,sensor_001,250,3,PVC,3,0
33.55,1.0265,32.07,35.36,-2.92,0.0654,1.0962,1.4557,16.71,0.8381,10.2,0.0486,0.2324,30.3,31.2,0,sensor_015,100,21,Cast Iron,20,0
32.01,1.9403,27.85,34.49,9.42,-0.2078,2.0609,1.933,24.22,1.05,-0.42,-0.046,-0.6404,25.8,26.9,0,sensor_009,150,1,PVC,15,0
43.53,1.9965,39.54,46.67,15.29,-0.5249,1.5781,2.0569,57.01,1.9542,12.96,0.4304,-0.7006,36.3,36.7,0,sensor_013,250,3,PVC,20,1
39.25,1.2866,37.76,41.6,1.45,-0.2119,0.74,1.9563,56.9,1.8053,3.36,0.1749,0.0254,53.5,54.1,0,sensor_009,300,7,HDPE,10,1
29.15,1.5805,26.61,31.33,15.08,-0.4264,1.1651,1.8254,15.11,0.6705,-1.99,-0.0299,-0.0129,53.6,54.5,0,sensor_004,100,6,Cast Iron,16,1
31.34,3.1177,25.99,35.64,-33.63,0.9947,1.5298,2.3747,52.98,3.1906,17.66,0.9702,0.7444,26.2,26.7,0,sensor_014,400,14,Steel,0,0
14.87,1.0702,12.66,16.66,8.19,-0.3016,0.7273,1.0877,7.91,0.4969,-15.37,-0.1553,0.7612,42.6,43.0,0,sensor_012,100,27,Cast Iron,1,0
32.05,6.5604,21.79,43.85,50.31,-2.1598,3.6065,2.8062,32.12,4.4613,-35.09,-1.455,0.8357,46.9,47.5,0,sensor_007,200,9,HDPE,20,0
41.97,1.2741,40.31,44.46,-4.68,0.3382,0.825,1.2251,60.7,3.5204,28.29,0.9092,0.441,31.0,31.4,0,sensor_002,300,11,HDPE,15,0
26.66,1.6192,24.78,30.53,2.76,-0.0857,2.0363,2.8113,14.82,0.4169,6.7,0.067,0.1608,43.1,43.6,0,sensor_005,100,14,Cast Iron,7,1
46.53,4.5664,39.21,54.24,-38.33,1.5273,2.6367,2.0841,64.28,4.8357,26.99,1.6008,0.8878,36.5,37.2,0,sensor_008,300,27,HDPE,10,0
37.14,2.8145,33.25,43.34,12.42,-0.7798,1.5875,2.9147,69.43,1.5054,0.59,0.204,-0.4034,40.9,41.5,0,sensor_005,400,6,Steel,12,1
37.16,3.1751,32.78,42.27,17.18,-0.9937,1.3188,2.5487,33.36,3.2779,-25.89,-0.9421,0.7214,31.2,31.6,0,sensor_004,200,6,HDPE,17,0
36.06,1.1086,34.66,38.13,-6.54,0.0337,1.0883,1.8094,44.68,1.8127,4.34,0.0641,0.5172,48.6,49.1,0,sensor_002,250,6,PVC,11,0
37.48,0.8837,36.2,39.47,-1.49,-0.0093,0.6445,1.2186,69.39,2.5707,7.61,0.4003,0.6495,41.7,42.1,0,sensor_004,400,9,Steel,12,1
42.64,2.5814,39.11,47.81,8.13,-0.7805,0.7028,1.9418,59.9,2.1507,-8.24,-0.4985,0.4862,37.5,37.9,0,sensor_014,250,12,PVC,18,1
33.39,2.1802,29.29,36.71,16.48,-0.6649,1.6019,1.7567,35.0,0.8381,1.98,0.0059,0.0333,53.3,53.7,0,sensor_009,200,1,HDPE,15,1
42.81,10.1744,28.68,60.08,43.62,-3.3013,4.2978,4.7224,142.07,31.1163,65.86,3.0768,-0.0134,50.8,51.2,0,sensor_010,400,11,Steel,18,1
35.86,2.5037,29.43,38.7,6.43,-0.4519,2.6971,3.6984,56.05,1.2932,-1.75,0.0644,-0.5401,25.5,26.3,0,sensor_016,300,25,HDPE,11,0
36.09,1.3537,34.2,38.45,1.83,-0.0718,1.27,2.0025,45.01,0.7577,0.85,0.0376,0.4692,39.0,39.3,0,sensor_017,250,12,PVC,11,0
71.55,10.5317,53.39,87.01,-62.97,3.5997,3.9927,3.6405,114.87,13.3068,37.37,4.56,0.9636,37.1,37.6,0,sensor_012,400,7,Steel,19,0
41.84,1.8961,38.84,45.78,-6.69,0.1377,1.2985,2.7082,53.26,2.6138,8.68,0.219,-0.3443,43.1,43.8,0,sensor_013,250,27,PVC,9,0
24.1,4.7421,18.76,33.31,43.69,-1.4158,2.322,3.4283,13.5,2.1149,-39.29,-0.7173,0.7747,51.5,51.8,0,sensor_014,100,17,Cast Iron,20,0
19.38,2.1471,14.84,24.09,0.02,-0.3931,1.6854,2.8212,17.77,0.6788,4.06,-0.0382,0.5494,48.5,48.9,0,sensor_004,200,15,HDPE,3,1
40.61,3.462,35.99,47.27,14.94,-0.6551,1.4217,5.3586,52.72,2.6767,-12.06,-0.8456,0.5941,27.9,28.7,0,sensor_017,250,8,PVC,18,0
29.91,1.6358,26.65,31.72,3.48,-0.1742,1.8858,2.0621,42.31,1.8815,-6.44,-0.455,0.0641,36.4,37.0,0,sensor_007,300,21,HDPE,23,0
40.09,4.3123,30.03,45.25,-49.15,1.3861,1.666,2.4049,28.03,1.2049,7.87,0.3694,0.6775,30.3,30.8,0,sensor_019,150,29,PVC,9,0
22.59,1.8859,19.66,25.22,14.59,-0.4632,1.7084,1.2346,43.91,1.5991,10.56,0.3631,-0.0574,35.7,36.2,0,sensor_020,400,6,Steel,4,1
41.39,1.4489,38.43,43.46,10.78,-0.3454,1.359,1.8771,75.95,1.6286,0.36,-0.299,0.0896,53.5,54.0,0,sensor_013,400,20,Steel,15,0
39.02,2.747,35.45,44.54,-25.67,0.8774,2.5089,1.0577,35.14,1.7945,12.84,0.576,0.8893,25.3,25.6,0,sensor_008,200,14,HDPE,21,0
37.17,5.1725,28.65,45.81,-59.86,1.7848,2.359,1.1965,17.34,1.6719,32.39,0.5546,0.9209,39.5,40.1,0,sensor_016,100,11,Cast Iron,16,0
46.8,1.9242,43.17,50.62,1.87,-0.4603,1.5343,1.9688,89.92,2.6834,-7.63,-0.6546,0.5326,32.5,33.2,0,sensor_001,400,3,Steel,17,1
34.62,2.3815,30.45,37.84,16.22,-0.7412,1.2801,1.6306,44.64,2.2119,-12.16,-0.7355,0.9024,44.3,44.5,0,sensor_019,250,2,PVC,7,0
22.85,2.2444,19.47,26.99,-28.34,0.7294,1.3406,1.3974,27.67,1.5253,15.53,0.4414,0.6578,30.0,30.3,0,sensor_013,250,4,PVC,2,0
23.8,0.6407,22.25,24.52,1.83,-0.0497,0.259,1.014,17.36,0.5117,-7.34,-0.1394,-0.2978,31.8,32.2,0,sensor_011,150,28,PVC,23,0
30.8,1.5419,29.17,33.46,10.31,-0.4189,0.3433,1.4071,48.84,1.6484,10.51,0.3323,-0.4735,40.3,40.7,0,sensor_006,300,28,HDPE,6,1
18.47,0.7647,17.58,19.86,-7.68,0.1811,0.6558,0.9678,9.13,0.2625,-5.76,-0.0013,-0.2555,30.2,30.7,0,sensor_005,100,13,Cast Iron,0,0
42.06,1.3856,40.26,44.15,5.87,-0.2894,0.8648,2.0346,55.7,2.5553,1.37,-0.2015,0.3702,47.2,47.7,0,sensor_002,250,17,PVC,17,1
29.51,2.2908,26.06,32.5,19.79,-0.7548,1.6438,0.9818,21.78,1.3586,-21.22,-0.4016,0.7511,37.4,37.9,0,sensor_010,150,10,PVC,7,0
25.58,2.5712,20.59,28.62,7.78,-0.144,2.8936,3.1256,48.66,2.5128,-7.19,-0.1963,-0.4005,39.3,39.8,0,sensor_005,400,17,Steel,0,0
49.25,1.4768,46.74,51.76,-4.81,0.1834,1.4965,2.2077,70.17,2.0979,2.26,0.4007,-0.0331,26.1,26.6,0,sensor_009,300,18,HDPE,18,0
18.29,2.4628,12.16,20.56,16.55,-0.3665,1.3101,3.6081,28.79,2.8136,25.35,0.7217,-0.4092,38.8,39.3,0,sensor_014,250,7,PVC,3,1
42.55,2.2726,39.81,47.37,-2.53,0.2933,2.4762,2.8815,74.96,2.7917,3.84,0.5483,0.7488,29.7,30.3,0,sensor_013,400,22,Steel,11,0
38.05,0.7454,36.83,39.31,1.69,-0.1184,0.5295,1.0661,69.82,2.3115,8.64,0.6284,-0.0281,47.2,47.7,0,sensor_003,400,15,Steel,13,1
47.85,2.2808,45.07,52.3,-15.08,0.6329,1.7248,1.9521,67.26,1.5101,-0.22,-0.0269,0.2777,42.4,42.7,0,sensor_004,300,7,HDPE,20,0
25.21,2.6018,19.99,29.45,19.61,-0.8119,1.7228,1.8521,15.14,0.6454,6.16,0.1329,-0.7588,32.5,33.1,0,sensor_006,100,14,Cast Iron,16,1
27.57,0.691,26.11,28.65,1.34,-0.1411,0.5817,1.0565,19.98,0.4472,2.83,0.0769,-0.0732,42.8,43.3,0,sensor_019,150,18,PVC,22,1
27.66,3.0072,21.22,30.53,-38.65,0.675,0.7472,3.4412,14.21,0.3524,4.39,0.0607,0.3223,47.9,48.4,0,sensor_020,100,19,Cast Iron,7,0
26.07,6.2775,15.28,35.84,57.38,-2.1616,3.2231,1.4202,35.45,4.7504,-34.46,-1.6314,0.9901,25.1,26.0,0,sensor_015,250,27,PVC,13,0
17.47,2.264,13.95,21.16,34.08,-0.7754,1.2251,0.7464,20.72,0.6005,7.93,0.05,-0.2837,29.3,29.7,0,sensor_011,200,5,HDPE,4,1
24.76,6.8842,13.01,34.24,59.88,-2.3246,4.4677,2.5587,26.04,4.5606,-39.18,-1.5696,0.9579,38.9,39.3,0,sensor_006,200,22,HDPE,21,0
41.02,0.9953,38.79,42.25,0.64,-0.0076,1.0559,1.5526,75.54,1.99,-0.53,-0.1039,0.4815,51.8,52.2,0,sensor_020,400,27,Steel,7,0
14.16,1.8359,11.26,17.24,34.69,-0.5844,1.3954,1.1556,10.49,0.8013,-15.94,-0.207,0.6874,43.9,44.1,0,sensor_006,150,19,PVC,2,0
29.51,2.1558,26.03,33.97,11.88,-0.5685,1.1129,2.5538,29.98,0.935,-8.11,-0.1941,0.2205,52.5,52.8,0,sensor_014,200,29,HDPE,12,1
22.73,1.4585,19.58,24.79,20.61,-0.4561,1.08,0.9571,45.52,1.786,12.29,0.4814,-0.8083,33.5,33.8,0,sensor_010,400,10,Steel,4,1
29.35,3.8425,24.97,35.06,28.42,-1.2564,1.1795,2.0407,37.63,2.1411,24.6,0.4228,-0.4717,34.5,35.1,0,sensor_005,200,17,HDPE,21,1
35.46,2.3337,31.38,39.69,-26.49,0.7775,1.4833,1.1862,31.73,1.2513,15.72,0.3742,0.8681,31.8,32.1,0,sensor_001,200,11,HDPE,13,0
15.89,4.6665,8.5,22.89,62.85,-1.6131,2.0583,1.0146,9.16,1.8559,-50.08,-0.6341,0.9846,50.8,51.0,0,sensor_002,100,26,Cast Iron,6,0
25.37,1.3237,23.32,27.29,-5.85,-0.1472,1.3227,1.644,25.21,0.7999,8.9,0.0859,0.4776,52.3,52.7,0,sensor_018,200,7,HDPE,23,1
38.72,4.0099,31.25,42.6,26.41,-1.2594,3.1104,2.255,45.93,4.5854,15.86,0.8418,-0.2424,43.3,43.8,0,sensor_019,200,29,HDPE,17,1
18.73,2.6516,13.19,21.43,37.44,-0.8609,2.0478,0.8862,16.05,0.8375,12.98,0.2019,-0.8588,33.1,33.5,0,sensor_012,150,24,PVC,0,1
54.7,6.2318,44.4,66.38,-20.41,1.8921,4.1132,4.836,75.4,6.028,24.85,1.9489,0.8291,47.2,47.6,0,sensor_018,300,9,HDPE,20,0
46.1,1.678,43.86,49.77,3.25,-0.2964,0.8866,2.3739,41.61,1.1515,1.7,0.0877,0.3647,53.9,54.2,0,sensor_009,200,20,HDPE,19,0
21.55,3.0083,13.63,26.5,1.9,-0.1778,3.3354,4.456,16.55,0.5291,-0.15,0.0098,-0.4243,45.8,46.4,0,sensor_016,150,8,PVC,5,0
36.33,7.9779,22.38,48.55,52.34,-2.7105,4.912,2.9364,72.11,10.8764,-37.07,-3.5892,0.9368,51.1,51.4,0,sensor_014,400,12,Steel,20,0
32.31,3.6519,26.6,37.81,-41.59,1.2461,1.8592,1.271,38.02,3.7223,33.93,1.2449,0.9501,40.7,40.9,0,sensor_005,250,17,PVC,5,0
14.89,1.9834,11.63,17.29,29.25,-0.6721,1.1594,0.5889,9.34,0.4499,11.05,0.1219,-0.7945,54.9,55.5,0,sensor_014,100,28,Cast Iron,0,1
37.68,2.2598,34.52,41.38,8.17,-0.3082,1.3574,3.1346,48.79,1.8267,-3.68,-0.157,-0.076,50.0,50.2,0,sensor_012,250,9,PVC,15,0
34.25,1.9598,29.12,36.4,20.01,-0.4997,2.0623,2.0224,53.05,1.357,2.97,0.2064,-0.1881,31.2,31.8,0,sensor_009,300,1,HDPE,13,1
24.64,0.4519,24.18,25.66,0.57,-0.036,0.3562,0.6472,22.66,0.5158,0.81,0.0336,-0.4598,33.6,34.2,0,sensor_019,200,25,HDPE,5,1
26.2,7.0225,15.73,35.59,55.46,-2.4075,3.7376,1.8395,95.86,12.8297,48.51,0.6811,-0.0828,28.7,29.4,0,sensor_016,400,13,Steel,22,1
41.53,4.974,34.67,49.47,-42.68,1.7169,2.9535,0.7501,27.29,2.5753,31.95,0.8842,0.9782,45.0,45.7,0,sensor_006,150,25,PVC,15,0
50.23,2.5964,46.97,54.7,-0.91,-0.0318,2.7072,4.9001,72.33,2.9047,-6.64,-0.3214,0.01,31.7,32.2,0,sensor_005,300,19,HDPE,19,0
50.69,2.1987,47.57,54.05,5.28,-0.5766,1.2409,1.8036,113.53,3.2097,6.78,0.6241,-0.52,35.3,35.9,0,sensor_010,400,21,Steel,19,1
34.24,5.4379,25.28,43.73,38.8,-1.8464,2.8323,2.112,66.51,6.8883,-25.51,-2.0279,0.8949,36.6,37.1,0,sensor_014,400,13,Steel,10,0
49.62,1.6344,47.03,53.13,-5.05,0.1845,1.8824,2.2393,70.18,1.8468,7.73,0.3494,0.3673,25.7,26.2,0,sensor_018,300,4,HDPE,18,0
22.77,2.6406,16.0,26.85,-13.74,0.4375,0.5954,3.561,28.55,0.8288,10.19,0.2217,0.393,35.5,35.9,0,sensor_018,250,23,PVC,4,0
24.15,1.0974,21.87,25.31,2.85,-0.0866,1.1152,1.0386,61.65,9.5945,61.33,2.2522,0.3152,38.5,39.0,0,sensor_001,400,11,Steel,4,1
24.88,0.9092,23.25,26.39,11.09,-0.2795,0.5099,0.6907,31.42,0.9351,-6.44,-0.2205,0.3282,46.1,46.7,0,sensor_001,250,11,PVC,5,0
53.07,2.6233,48.66,57.95,-19.09,0.8668,1.7153,1.5491,73.42,3.5652,16.35,1.1583,0.8575,49.5,49.7,0,sensor_016,300,11,HDPE,18,0
40.94,1.3433,39.04,43.29,2.37,-0.238,0.6863,1.923,30.65,0.8301,9.48,0.2453,-0.5358,34.7,35.0,0,sensor_011,150,1,PVC,19,1
39.7,4.6468,33.19,45.59,24.58,-1.5115,3.0837,2.6836,89.22,6.7859,18.44,1.8483,-0.8673,36.0,36.4,0,sensor_013,400,6,Steel,16,1
32.66,1.5752,29.66,34.31,1.46,-0.0125,1.5692,1.6938,16.97,0.807,-5.27,0.0275,-0.428,43.8,44.4,0,sensor_003,100,8,Cast Iron,17,0
23.22,0.9235,21.9,24.97,-14.01,0.2566,0.9798,0.6121,27.58,0.9831,12.49,0.2099,0.9173,49.0,49.6,0,sensor_004,250,14,PVC,1,0
68.75,9.1265,53.12,82.82,-55.9,3.1377,4.9938,1.9528,113.57,12.0215,36.88,4.0636,0.9638,43.2,43.7,0,sensor_009,400,27,Steel,19,0
34.44,2.9061,30.14,38.15,20.56,-0.9696,1.1995,1.3642,54.8,1.4847,0.85,-0.146,0.2949,49.8,50.3,0,sensor_016,300,12,HDPE,14,1
45.72,2.5166,42.67,50.54,-10.32,0.6639,1.7101,2.8411,79.37,3.5471,14.45,0.9721,0.7633,52.8,53.2,0,sensor_019,400,13,Steel,15,0
32.07,2.7752,28.73,38.38,24.07,-0.856,1.3443,1.7489,32.26,1.0453,2.92,0.1338,-0.3755,33.4,33.8,0,sensor_002,200,25,HDPE,11,1
31.1,3.9742,24.06,36.89,27.5,-0.584,4.1165,5.8278,42.67,2.8239,-11.55,-0.8535,0.093,29.7,30.1,0,sensor_013,300,1,HDPE,6,0
43.72,2.4876,39.18,48.67,5.1,-0.2135,2.2658,3.9577,77.34,1.7448,-4.2,-0.0736,0.4386,28.1,28.7,0,sensor_012,400,6,Steel,7,0
39.87,3.8103,34.4,45.47,-28.97,1.1064,1.7596,3.18,53.91,4.1585,26.38,1.4005,0.8563,29.7,30.3,0,sensor_016,300,24,HDPE,22,0
45.21,3.953,39.41,51.91,-16.57,1.0342,1.8637,3.7592,30.71,1.6556,9.16,0.5106,0.7215,27.5,28.0,0,sensor_015,150,13,PVC,18,0
34.58,2.1059,31.25,38.39,14.49,-0.5054,1.2317,2.163,53.42,1.7208,-4.54,-0.1579,0.1611,33.4,34.0,0,sensor_012,300,12,HDPE,13,1
23.11,2.6371,18.61,26.59,25.31,-0.8412,1.8608,1.2474,13.35,0.808,17.28,0.1493,-0.4373,53.8,54.1,0,sensor_014,100,2,Cast Iron,13,1
22.03,2.2617,20.49,28.5,9.37,-0.4789,0.6576,3.127,12.17,0.2603,4.37,0.0418,0.363,46.6,46.9,0,sensor_020,100,21,Cast Iron,22,1
19.22,1.5509,17.06,22.35,14.31,-0.4265,1.1163,1.3782,13.45,0.8877,-18.86,-0.2739,0.7478,45.4,45.8,0,sensor_004,150,8,PVC,0,0
34.22,3.1386,29.74,38.59,21.18,-1.0574,1.7063,1.2189,52.87,1.4685,-0.75,0.1108,-0.2516,35.3,35.7,0,sensor_020,250,24,PVC,16,1
21.74,2.9154,17.63,26.13,32.53,-0.9553,1.2372,1.6886,40.3,3.3824,-12.39,-0.9122,0.6777,40.3,40.6,0,sensor_005,400,25,Steel,1,0
18.69,1.7183,15.37,21.42,26.9,-0.5524,1.0984,1.1097,11.12,0.2881,-0.84,-0.0149,0.3919,51.6,52.3,0,sensor_011,100,3,Cast Iron,23,1
42.09,0.7511,40.54,42.89,-3.09,0.0524,0.3388,1.2784,76.73,1.9834,3.97,0.0156,0.289,32.5,32.9,0,sensor_001,400,16,Steel,15,1
41.7,3.559,36.7,50.77,2.03,-0.7775,1.5615,4.5674,98.32,4.3062,9.72,0.1446,0.4562,36.8,37.6,0,sensor_007,400,8,Steel,16,1
22.92,0.4671,22.25,23.89,-3.02,0.0614,0.6058,0.7518,27.63,0.775,5.12,0.1945,0.5584,52.9,53.5,0,sensor_015,250,8,PVC,1,0
33.72,1.267,31.9,35.52,10.18,-0.3787,0.6512,1.1877,53.86,1.7163,9.97,0.2039,-0.3782,39.6,40.2,0,sensor_015,300,10,HDPE,12,1
28.55,1.9188,24.96,31.05,14.35,-0.5343,1.816,1.8944,21.42,0.7799,-9.09,-0.2021,0.7258,37.9,38.3,0,sensor_002,150,22,PVC,11,0
33.39,4.1225,26.34,38.3,-40.15,1.2311,1.5593,3.0077,39.55,2.7141,24.07,0.7715,0.8439,30.1,30.5,0,sensor_005,250,11,PVC,23,0
37.24,1.2168,34.84,38.9,3.39,-0.2051,0.8037,1.8799,56.35,2.5012,-5.14,-0.0656,-0.3438,52.5,53.0,0,sensor_013,300,19,HDPE,11,1
34.43,2.6045,29.91,39.04,22.11,-0.7175,2.5225,1.7629,27.94,0.7252,-0.91,-0.0389,-0.01,36.4,36.8,0,sensor_012,150,17,PVC,20,1
33.88,1.1131,32.44,36.02,-7.67,0.3123,1.0224,1.2763,16.51,0.3661,3.68,0.0589,0.3923,28.8,29.3,0,sensor_003,100,5,Cast Iron,9,0
45.1,1.2028,42.58,46.32,0.16,0.1204,0.3719,1.4831,41.82,1.1088,7.09,0.0786,-0.0188,52.4,52.8,0,sensor_006,200,9,HDPE,19,0
44.22,2.5036,39.26,47.95,18.12,-0.8233,1.6942,1.4056,97.26,3.6996,-3.89,0.0488,0.1486,29.4,29.9,0,sensor_009,400,27,Steel,9,1
27.13,6.23,19.83,38.34,48.27,-2.1207,1.7722,1.2738,31.92,1.0924,-9.66,-0.2989,0.724,38.0,38.2,0,sensor_006,150,27,PVC,20,1
16.68,0.9983,15.45,18.11,12.4,-0.3079,0.6295,0.7503,15.8,1.0436,-14.77,-0.2875,0.8099,51.8,52.7,0,sensor_009,200,24,HDPE,2,0
44.55,3.1299,39.48,49.43,13.83,-0.8154,2.2153,3.6313,42.87,1.4178,0.61,0.1093,-0.0661,48.7,49.4,0,sensor_005,200,12,HDPE,19,1
21.93,2.0241,19.04,26.73,20.56,-0.5528,0.8776,1.9366,31.13,1.4449,-6.8,-0.3847,0.3979,38.6,39.0,0,sensor_009,300,3,HDPE,4,0
9.86,6.0642,1.79,17.85,89.08,-1.9955,2.2441,2.1542,11.49,2.176,29.63,0.3408,-0.322,39.6,39.9,0,sensor_013,100,4,Cast Iron,4,1
19.0,0.771,18.08,20.77,11.07,-0.2118,0.3031,0.557,15.07,0.3137,0.79,-0.0298,-0.1417,45.9,46.6,0,sensor_017,150,19,PVC,0,1
23.19,4.7219,15.93,28.48,44.06,-1.601,2.3217,1.0149,15.74,0.6947,9.92,0.0431,0.0208,48.1,48.7,0,sensor_011,100,21,Cast Iron,10,1
35.76,4.2076,28.64,43.29,33.84,-1.388,2.0988,1.9448,53.49,4.8712,17.16,1.2616,-0.5808,27.8,28.1,0,sensor_001,250,22,PVC,21,1
18.47,2.6579,15.4,25.63,19.83,-0.3316,3.7165,3.8281,23.24,1.2489,-19.87,-0.3783,0.4571,41.9,42.4,0,sensor_020,250,17,PVC,2,0
32.52,2.0473,29.68,35.54,12.75,-0.6145,1.0932,1.7157,17.28,0.9194,10.83,0.2651,-0.8173,30.7,31.0,0,sensor_006,100,24,Cast Iron,18,1
38.04,2.1711,33.57,41.11,9.93,-0.5089,1.8403,3.1695,29.42,1.3906,14.98,0.2764,-0.2171,54.9,55.5,0,sensor_007,150,22,PVC,18,1
18.35,1.5721,15.74,20.72,21.02,-0.5212,0.7642,0.8096,14.07,0.8856,-17.78,-0.2738,0.8637,28.6,29.3,0,sensor_011,150,16,PVC,0,0
22.02,1.8783,19.04,25.13,20.73,-0.6223,1.0797,1.1308,13.03,0.1886,0.88,-0.0131,0.1071,40.6,41.2,0,sensor_019,100,10,Cast Iron,13,1
20.42,3.9637,14.63,27.34,45.07,-1.288,1.6843,2.1207,11.03,1.3327,-27.51,-0.4072,0.6877,26.7,27.2,0,sensor_005,100,23,Cast Iron,13,0
23.19,1.1276,21.2,25.5,-4.56,0.3,0.9802,1.2415,40.88,0.9889,-4.37,-0.0017,0.2344,45.2,45.8,0,sensor_014,400,21,Steel,2,0
20.52,5.9658,11.34,30.37,62.67,-2.0505,2.7045,1.5904,11.89,2.193,-45.48,-0.692,0.9151,47.4,47.8,0,sensor_002,100,25,Cast Iron,16,0
31.09,0.975,29.6,32.85,1.15,0.0106,1.1137,1.2676,40.31,1.5752,2.72,0.1551,0.3098,34.6,34.9,0,sensor_007,250,18,PVC,22,0
29.82,1.8125,25.82,31.61,-2.8,0.0241,2.2973,1.8117,57.72,2.2561,6.85,0.2279,-0.7125,53.3,53.9,0,sensor_008,400,22,Steel,23,0
39.37,3.0524,34.36,44.09,22.06,-0.9883,2.23,1.6311,36.29,1.5212,-3.3,-0.2436,0.2992,28.5,28.7,0,sensor_003,200,3,HDPE,17,0
20.08,1.7018,17.59,23.32,24.59,-0.5026,0.8142,1.3153,33.41,0.987,8.06,0.2819,-0.6766,26.4,27.0,0,sensor_001,300,13,HDPE,4,1
37.02,2.6658,33.22,40.99,18.94,-0.9097,1.5996,0.8795,47.57,2.3126,-9.74,-0.6812,0.8739,52.2,52.6,0,sensor_019,250,9,PVC,16,0
34.73,0.869,33.17,36.09,-0.83,0.1037,0.6108,1.4317,17.15,0.4816,3.98,0.1288,-0.0801,34.3,34.5,0,sensor_008,100,16,Cast Iron,18,0
25.36,1.9751,21.47,27.42,21.72,-0.633,1.7513,0.7693,44.62,4.216,30.4,1.1644,-0.5896,36.1,36.8,0,sensor_008,300,3,HDPE,5,1
53.63,1.3284,52.04,56.3,3.38,-0.1724,1.5259,2.0465,96.96,1.7233,-2.83,0.0378,-0.4999,30.5,30.8,0,sensor_009,400,15,Steel,19,1
39.34,3.5387,34.27,44.52,-28.34,1.2125,1.4849,0.9816,47.3,2.2986,13.95,0.7458,0.8994,41.0,41.6,0,sensor_015,250,23,PVC,12,0
50.8,1.2061,48.99,52.56,3.46,-0.1758,1.1745,2.1365,71.79,2.2705,-3.56,-0.2754,0.3684,50.2,50.5,0,sensor_010,300,9,HDPE,19,0
